"","X","user_name","roll_belt","pitch_belt","yaw_belt","total_accel_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","total_accel_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","total_accel_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"12626",12626,"eurico",0.91,2.78,-88.4,3,0.08,0,0.03,-4,4,27,34,568,-434,90,5.51,115,34,-0.18,0.14,-0.21,-252,156,-143,-379,291,535,-101.5169348,-38.22207697,-38.22207697,5,-0.03,-0.24,0.08,-18,-41,-18,-504,126,275,-179,16.4,49.7,38,-0.19,-2.83,-0.38,132,306,173,-18,581,-335,"C"
"12627",12627,"eurico",0.99,2.83,-88.4,3,0.08,0,0.03,-3,4,24,30,565,-427,89.9,5.39,115,33,-0.21,0.06,-0.05,-243,153,-145,-379,292,533,-101.5169348,-38.22207697,-38.22207697,5,-0.03,-0.24,0.08,-18,-41,-18,-504,126,275,-178,16.2,54.4,39,-0.13,-2.94,-0.26,73,330,180,-46,627,-338,"C"
"12628",12628,"eurico",1.32,3.47,-88.5,2,0.18,0,0.02,-7,3,23,37,569,-421,92.2,6.28,115,33,-0.21,-0.19,0.46,-238,153,-148,-379,314,516,-101.5169348,-38.22207697,-38.22207697,5,-0.03,-0.24,0.08,-18,-41,-18,-504,126,275,-176,14.8,78.9,39,-0.1,-2.63,-0.07,-14,335,184,-358,955,-449,"C"
"12631",12631,"pedro",121,25.7,-6.59,19,-0.43,-0.05,-0.44,-38,72,-170,3,587,-367,51.1,-9.03,167,7,0.63,-0.45,-0.26,-12,4,66,-381,357,483,-12.69305833,23.58861139,130.1775804,10,0.55,-0.06,-0.34,24,-13,99,534,-510,-42,167,43.5,-176,26,0.1,0.29,0.1,-165,20,-189,-655,41,452,"C"
"12632",12632,"pedro",121,25.7,-6.46,19,-0.45,-0.03,-0.44,-40,71,-171,5,582,-372,49.9,-7.36,167,6,0.14,-0.34,-0.16,2,0,56,-405,359,471,1.086592845,33.20391112,123.8565704,9,0.45,-0.08,-0.33,30,1,87,535,-501,-50,165,43.5,180,27,0.06,0.95,0.13,-185,59,-174,-666,71,469,"C"
"12634",12634,"pedro",121,25.7,-6.5,20,-0.45,-0.03,-0.48,-37,71,-175,5,588,-357,49.2,-6.46,165,5,-0.24,-0.27,0.23,7,4,53,-408,345,464,-8.632327685,27.27962512,128.3996966,9,0.39,-0.03,-0.38,25,-8,89,531,-508,-49,161,41,170,29,0.24,0.95,0.05,-209,78,-179,-690,158,474,"C"
"12637",12637,"pedro",121,25.6,-5.97,20,-0.47,-0.03,-0.46,-39,72,-173,11,586,-365,49.1,-20.5,154,13,-1.96,0.56,0.08,33,31,119,-226,352,546,-4.61644394,24.47123249,132.1591813,9,0.32,0,-0.25,21,-4,84,532,-516,-73,142,30.1,134,32,-0.18,1.43,0.44,-152,214,-169,-688,510,627,"C"
"12638",12638,"pedro",121,25.6,-6.09,19,-0.47,-0.02,-0.48,-37,72,-170,6,590,-364,51,-27.3,149,15,-2.18,0.71,-0.03,54,29,131,-117,351,573,9.24029659,31.66831942,123.9997417,9,0.48,-0.05,-0.46,27,8,82,529,-521,-86,139,25.6,126,32,-0.19,2.17,0.18,-77,259,-160,-655,587,650,"C"
"12639",12639,"pedro",121,25.6,-6.12,19,-0.45,-0.03,-0.48,-39,70,-169,3,589,-360,53.4,-34.9,143,16,-2.39,0.79,-0.21,68,36,141,17,328,585,11.68149062,38.49881141,116.6667735,8,0.55,-0.21,-0.41,29,9,71,527,-521,-90,137,21.8,118,31,-0.35,2.36,0.2,-24,263,-158,-611,657,683,"C"
"12641",12641,"pedro",121,25.3,-5.75,19,-0.37,-0.05,-0.51,-35,74,-170,9,584,-360,73.6,-53.7,113,24,-2.91,0.66,-0.03,175,10,150,370,250,516,-13.32914999,15.77132808,136.3574915,8,0.51,-0.16,-0.16,13,-11,81,540,-504,-69,139,9.28,103,40,0,1.59,0.33,-6,348,-190,-439,754,622,"C"
"12642",12642,"pedro",121,25.2,-5.48,19,-0.37,-0.03,-0.46,-41,70,-165,9,590,-361,88.6,-57.6,94.2,27,-2.89,0.61,-0.11,227,10,133,498,214,426,4.366524806,38.0125136,118.7914065,9,0.55,-0.1,-0.26,34,4,85,536,-504,-77,139,6.35,98.9,37,-0.32,1.38,0,40,307,-197,-388,760,623,"C"
"12643",12643,"pedro",121,25.2,-5.42,19,-0.4,-0.03,-0.48,-40,71,-166,6,588,-367,99.6,-58.4,79.8,29,-2.83,0.58,-0.36,247,8,134,556,185,380,-11.98953669,1.196111781,145.0300071,9,0.67,-0.03,-0.36,1,-10,83,542,-497,-78,138,4.63,96.3,36,-0.19,1.43,-0.23,69,285,-188,-355,776,632,"C"
"12646",12646,"pedro",121,25.1,-5.32,19,-0.42,-0.03,-0.44,-42,71,-169,13,592,-360,123,-54.4,48.4,34,-2.39,0.24,-0.15,325,-50,18,682,134,250,2.295869831,21.98553668,134.9706152,9,0.82,-0.06,-0.61,19,2,85,532,-507,-63,139,-0.42,91.8,39,0.21,0.92,0.46,80,322,-189,-272,772,609,"C"
"12647",12647,"pedro",121,25.1,-5.31,19,-0.42,-0.03,-0.44,-40,71,-166,10,587,-356,126,-53,44.5,35,-2.04,0.13,-0.07,332,-51,-42,696,119,206,13.14701996,46.99733978,107.9856714,9,0.72,-0.16,-0.61,38,11,74,538,-507,-76,139,-1.14,91.6,41,0.27,0.71,0.34,91,336,-196,-271,779,612,"C"
"12648",12648,"pedro",121,25.1,-5.28,19,-0.39,-0.03,-0.41,-36,70,-164,8,584,-362,129,-49.7,38.7,36,-0.79,-0.32,0.07,341,-55,-53,709,117,169,-14.22267717,50.28701526,104.4475729,7,0.48,-0.08,-0.13,34,-10,61,536,-507,-68,140,-2.5,91.7,37,0.13,0.26,-0.02,55,302,-192,-253,774,598,"C"
"12649",12649,"pedro",121,25,-5.25,19,-0.37,-0.03,-0.43,-38,73,-166,5,594,-347,130,-49,38.4,36,-0.42,-0.43,0.1,343,-48,-41,712,121,169,-13.9312965,19.05086031,133.376511,8,0.4,0.05,-0.18,15,-11,77,535,-516,-64,140,-2.58,91.9,36,0.08,0.14,-0.05,66,287,-189,-254,770,602,"C"
"12650",12650,"pedro",121,25,-5.16,19,-0.39,-0.03,-0.44,-39,72,-166,15,583,-358,129,-48.4,38.8,36,-0.03,-0.53,0.07,355,-41,-12,707,116,178,-7.406412765,8.466847713,145.8188077,10,0.48,0.05,-0.3,8,-7,94,532,-514,-68,140,-2.68,92,35,0.06,0.18,-0.07,74,275,-189,-246,776,600,"C"
"12651",12651,"pedro",121,25,-5.14,19,-0.39,-0.03,-0.44,-41,69,-165,17,582,-355,128,-48.1,39.6,37,0.34,-0.58,0.02,359,-37,8,709,121,181,-3.9,14.7,141.8,10,0.59,0.02,-0.36,15,-4,101,533,-512,-78,140,-2.72,92.1,35,0.06,0.11,-0.07,77,276,-186,-248,771,607,"C"
"12652",12652,"pedro",121,25.4,-5.46,19,-0.35,-0.05,-0.44,-39,68,-168,12,583,-373,31.9,-60.7,-177,25,-2.6,0.59,0.16,193,11,144,402,231,486,8.20151066,16.45884779,138.6570184,7,0.77,0.06,-0.46,12,6,72,551,-489,-72,139,-3.09,95.7,34,-0.11,1.98,-0.08,96,276,-170,-329,792,664,"C"
"12654",12654,"pedro",121,25.3,-5.3,19,-0.35,-0.05,-0.44,-41,72,-171,4,583,-370,37.2,-66.8,177,27,-2.57,0.56,0.15,217,11,143,463,216,446,0,41.7049242,115.3747085,9,0.79,0.13,-0.44,35,0,79,544,-490,-74,140,-6.23,92.2,38,0.02,1.94,0.2,113,306,-177,-284,787,661,"C"
"12655",12655,"pedro",121,25.3,-5.15,19,-0.4,-0.05,-0.44,-45,71,-171,8,581,-370,52.1,-75.1,161,29,-2.46,0.55,-0.13,264,1,113,566,183,382,2.484008946,46.34933654,110.65321,8,0.71,0,-0.52,36,2,72,541,-502,-76,142,-8.97,89,40,-0.02,0.96,0.21,108,328,-177,-236,774,631,"C"
"12656",12656,"pedro",121,25.4,-5.17,19,-0.45,-0.03,-0.44,-43,71,-169,18,585,-367,72,-79,140,31,-2.42,0.51,-0.18,295,-22,78,609,166,333,10.95044878,43.89621252,111.6504201,8,0.67,-0.02,-0.41,35,9,74,541,-503,-72,142,-9.56,88.2,35,-0.11,0.5,0.11,75,285,-174,-215,767,633,"C"
"12658",12658,"pedro",121,25.6,-5.35,19,-0.45,-0.03,-0.44,-35,72,-167,9,585,-362,126,-78.7,84.6,34,-1.67,0.1,0.15,334,-40,7,673,130,252,3.398792661,31.08126502,125.8006267,9,0.64,0.03,-0.33,27,3,84,532,-515,-67,143,-9.23,86.9,37,-0.14,0.31,-0.11,116,288,-180,-183,752,613,"C"
"12661",12661,"pedro",121,25.3,-4.94,19,-0.37,-0.03,-0.44,-43,69,-167,12,586,-368,135,-74.4,74.6,37,0.24,-0.37,0.03,357,-23,31,686,131,220,-8.08632182,23.43681688,132.2373671,10,0.77,0.21,-0.59,23,-8,96,515,-531,-59,144,-9.34,90.2,36,0.31,-0.34,0.11,99,271,-195,-185,760,599,"C"
"12662",12662,"pedro",121,25.3,-4.92,19,-0.39,-0.03,-0.44,-46,71,-168,9,591,-371,132,-74.3,76.9,36,0.4,-0.43,0.02,351,-17,32,686,135,229,-11.50824493,23.17254392,131.1123316,11,0.82,0.21,-0.54,24,-12,101,515,-537,-65,144,-9.21,91,37,0.27,-0.39,0.07,114,287,-198,-202,755,600,"C"
"12666",12666,"pedro",122,25.1,-4.74,20,-0.4,-0.02,-0.43,-44,74,-175,9,582,-376,86.2,-69.6,124,32,1.69,-0.98,0.46,287,-1,121,551,205,368,-24.53914692,18.56968263,126.0717282,11,0.21,-0.43,0.38,19,-25,98,524,-530,-29,142,-1.86,105,41,0.1,-1.78,-0.34,49,356,-179,-349,779,616,"C"
"12668",12668,"pedro",122,25.1,-4.77,20,-0.43,-0.02,-0.43,-45,70,-174,16,586,-366,70.2,-63,141,29,1.88,-1.04,0.03,243,10,140,434,250,460,-6.520548288,14.94916908,140.7506211,11,0.35,-0.18,-0.07,16,-7,106,524,-519,-34,140,4.86,114,38,0.31,-2.31,-0.46,45,328,-162,-444,760,651,"C"
"12669",12669,"pedro",122,25.2,-4.81,20,-0.47,0,-0.44,-46,71,-175,15,576,-374,67,-60.8,145,24,1.85,-1.01,0.13,213,-3,104,413,259,465,-11.98570851,18.03312668,135.353263,10,0.39,-0.16,-0.13,18,-12,98,526,-517,-21,140,6.55,117,37,0.5,-2.49,-0.34,35,320,-162,-484,743,654,"C"
"12671",12671,"pedro",122,25.2,-4.98,19,-0.48,0,-0.43,-38,68,-172,15,583,-373,62.3,-56.2,150,25,2.07,-1.11,0.3,186,35,150,325,286,519,-4.926248811,21.83993648,134.6733633,10,0.39,-0.06,-0.18,22,-5,99,528,-518,-25,140,9.52,123,38,0.69,-2.47,-0.21,1,332,-171,-528,714,645,"C"
"12672",12672,"pedro",122,25.3,-5.06,20,-0.48,-0.02,-0.41,-40,70,-174,13,586,-368,60.3,-53.7,152,21,2.09,-1.12,0.26,163,25,124,296,287,511,-5.71221566,19.14714475,137.0782531,11,0.43,-0.05,-0.16,20,-6,103,522,-519,-21,141,11.1,126,37,0.74,-2.65,-0.21,-6,323,-172,-550,703,635,"C"
"12673",12673,"pedro",122,25.3,-5.25,20,-0.51,0,-0.44,-42,72,-175,11,585,-371,57.7,-48.5,156,21,1.96,-1.19,0.34,158,24,136,230,314,539,-10.2027022,18.43729933,135.9505491,10,0.48,-0.02,-0.26,18,-10,96,526,-515,-30,142,14.5,132,38,0.61,-2.76,-0.11,-61,325,-180,-608,640,617,"C"
"12674",12674,"pedro",122,25.3,-5.67,20,-0.5,0,-0.46,-35,69,-177,13,585,-372,54.7,-37.4,161,18,1.94,-1.22,0.3,78,53,145,53,361,569,0,24.95869254,132.1209401,11,0.42,-0.13,-0.39,26,0,102,526,-516,-39,145,22.4,145,35,0.22,-2.89,-0.39,-97,270,-181,-672,516,590,"C"
"12675",12675,"pedro",122,25.3,-5.73,20,-0.5,0,-0.43,-39,69,-177,13,582,-359,54.1,-34.8,162,17,1.85,-1.17,0.21,69,55,147,-4,366,559,-4.075978228,28.92562788,127.8517256,10,0.4,-0.14,-0.34,28,-4,94,516,-515,-27,146,24.4,148,34,0.16,-2.79,-0.41,-95,260,-180,-690,475,589,"C"
"12676",12676,"pedro",122,25.3,-5.76,20,-0.5,0,-0.44,-39,70,-174,12,580,-375,53.6,-32.5,163,16,1.72,-1.12,0.11,62,51,139,-28,367,568,5.229752989,34.11294156,122.5356136,10,0.4,-0.21,-0.3,32,5,90,523,-521,-31,147,26.4,151,32,0.16,-2.86,-0.39,-99,242,-177,-690,451,573,"C"
"12677",12677,"pedro",122,25.4,-6.01,20,-0.53,-0.02,-0.48,-39,72,-176,18,584,-372,52.1,-26.5,164,15,1.25,-0.8,-0.1,41,51,135,-124,364,569,-7.740764558,26.83415244,129.0979218,9,0.42,-0.21,-0.25,24,-7,87,525,-518,-29,151,31.4,161,30,0.32,-2.76,-0.33,-141,182,-182,-706,330,542,"C"
"12678",12678,"pedro",122,25.6,-6.33,20,-0.56,-0.02,-0.48,-37,71,-176,10,583,-368,51.2,-21.9,165,11,1.01,-0.71,0.11,59,7,94,-196,368,555,-12.10402168,18.21224401,135.1363664,10,0.45,-0.22,-0.3,18,-12,97,531,-515,-43,157,35,171,27,0.32,-2.34,-0.18,-146,125,-187,-700,191,506,"C"
"12679",12679,"pedro",122,25.6,-6.43,20,-0.55,-0.03,-0.49,-33,70,-176,9,587,-369,51.3,-20.5,165,10,1.03,-0.72,0.31,55,4,82,-221,369,543,1.061031598,33.5152961,123.5462194,10,0.43,-0.22,-0.31,31,1,89,529,-510,-49,159,35.9,174,27,0.32,-2.38,-0.16,-137,107,-193,-682,151,486,"C"
"12680",12680,"pedro",121,25.7,-6.6,19,-0.48,-0.05,-0.44,-35,72,-169,5,581,-372,52.1,-15.7,166,8,1.12,-0.82,0.36,24,10,69,-290,380,511,-8.104975201,22.45245509,133.161619,10,0.43,-0.14,-0.21,22,-8,96,538,-506,-46,163,38.5,-178,25,0.1,-1.4,-0.28,-150,11,-193,-657,60,451,"C"
"12682",12682,"pedro",121,25.7,-6.66,19,-0.45,-0.05,-0.44,-35,67,-166,10,583,-366,52.2,-12.4,167,7,1.11,-0.75,0.1,-7,4,67,-334,374,512,-9.224122983,21.66144762,133.4780429,10,0.48,-0.1,-0.28,21,-9,95,542,-503,-33,165,41,-176,22,0.08,-0.69,-0.05,-119,-31,-183,-653,32,446,"C"
"12683",12683,"pedro",123,25.8,-3.08,19,-0.45,-0.03,-0.46,-39,70,-170,2,586,-369,2.54,-1.58,-41.2,21,-2.31,0.51,-0.07,134,9,157,224,263,567,-1.170358033,35.87449881,121.1843071,9,0.42,-0.03,-0.13,30,-1,80,529,-519,-64,146,8.8,114,33,-0.69,2.42,-0.16,-15,261,-183,-547,700,605,"C"
"12684",12684,"pedro",123,25.8,-3.09,20,-0.45,-0.03,-0.46,-40,70,-174,3,589,-368,2.49,-7.09,-40.4,22,-2.36,0.5,0.11,152,11,153,296,260,551,-20.77449479,29.74651154,120.4248392,9,0.45,-0.02,-0.05,27,-19,86,535,-516,-57,145,6.83,109,35,-0.42,2.1,0.11,42,292,-177,-488,739,624,"C"
"12685",12685,"pedro",123,25.9,-3.06,20,-0.45,-0.03,-0.44,-42,70,-175,3,581,-366,2.7,-12.9,-39.7,24,-2.47,0.45,0.25,182,9,155,364,247,510,-44.08748539,16.67221808,109.5205934,9,0.4,0.16,-0.25,14,-36,75,520,-532,-62,145,4.22,105,36,-0.08,2.3,0.23,23,305,-178,-438,759,619,"C"
"12686",12686,"pedro",123,25.9,-3.07,19,-0.45,-0.03,-0.44,-42,69,-173,7,580,-373,2.85,-15.9,-39.3,26,-2.49,0.42,0.28,198,10,159,402,235,484,-26.03568503,4.291740576,130.6762961,10,0.47,0.18,-0.49,4,-24,90,521,-526,-56,146,2.67,102,39,0,2.2,0.31,61,336,-173,-429,762,626,"C"
"12687",12687,"pedro",123,26,-3.21,19,-0.48,-0.03,-0.46,-43,72,-170,7,592,-359,3.29,-22.1,-38.7,26,-2.5,0.34,0.33,220,-4,120,464,224,448,3.780376381,22.87585196,133.8824942,11,0.61,0.13,-0.39,24,4,103,513,-531,-54,146,0.62,99.4,41,0,1.51,0.25,40,352,-183,-384,765,608,"C"
"12688",12688,"pedro",123,26,-3.27,20,-0.5,-0.02,-0.48,-43,71,-173,1,585,-375,3.25,-28.1,-38,28,-2.38,0.32,0.05,251,-12,121,515,212,405,-7.573134372,16.46709884,138.9255516,8,0.71,0.06,-0.48,13,-6,78,514,-530,-59,147,-0.83,96.8,39,-0.18,1.38,-0.05,33,332,-185,-345,774,620,"C"
"12689",12689,"pedro",122,26.1,-3.38,20,-0.5,-0.02,-0.48,-39,71,-174,2,585,-365,2.79,-31,-37.6,29,-2.3,0.31,-0.2,272,-15,87,535,203,393,17.66323257,33.24167345,119.1109811,8,0.66,-0.02,-0.38,26,14,74,511,-531,-63,146,-1.34,95.4,37,-0.29,1.3,-0.15,39,317,-181,-335,777,615,"C"
"12691",12691,"pedro",122,26.1,-3.56,19,-0.47,-0.02,-0.49,-36,70,-170,3,587,-377,0.52,-38.3,-36.3,34,-1.75,0.21,-0.43,319,-41,68,600,173,335,-3.704268568,47.43443863,109.476625,8,0.51,-0.18,-0.08,37,-3,72,513,-529,-56,146,-2.58,91.5,33,-0.32,1.35,-0.1,84,252,-181,-284,778,634,"C"
"12692",12692,"pedro",122,25.9,-3.46,19,-0.35,-0.03,-0.46,-42,74,-168,8,592,-359,0.36,-44,-36.5,34,-0.92,-0.29,0.13,328,-29,38,639,165,296,-32.65111302,8.500421476,123.2598839,11,0.48,-0.02,-0.03,9,-34,100,514,-535,-53,148,-5.44,86.6,38,0.13,1.17,0.43,135,284,-191,-214,764,599,"C"
"12693",12693,"pedro",122,25.8,-3.38,19,-0.37,-0.03,-0.48,-44,72,-168,6,585,-369,1.01,-44.8,-37.1,34,-0.67,-0.39,0.23,331,-27,35,644,155,285,-25.26325248,11.56207191,129.1903096,11,0.5,0.03,-0.11,12,-26,100,508,-534,-40,149,-6.35,85.9,40,0.29,1.06,0.41,148,309,-200,-193,763,591,"C"
"12694",12694,"pedro",122,25.8,-3.35,20,-0.37,-0.03,-0.48,-42,70,-174,10,586,-363,1.88,-45.3,-37.8,34,-0.47,-0.47,0.3,335,-26,35,644,166,300,-27.22717145,15.42799708,125.5888228,11,0.47,0.06,-0.18,16,-28,99,504,-528,-44,149,-7.19,85.7,40,0.42,0.71,0.28,136,312,-195,-187,757,579,"C"
"12695",12695,"pedro",122,25.8,-3.27,19,-0.37,-0.03,-0.46,-38,68,-173,-1,583,-360,2.84,-45.6,-38.7,34,-0.24,-0.51,0.28,331,-21,28,643,173,292,-24.95730412,12.84217195,128.885684,11,0.43,0.13,-0.11,14,-27,105,513,-541,-50,149,-7.74,85.8,37,0.4,0.43,0.23,108,292,-195,-179,757,577,"C"
"12696",12696,"pedro",122,25.7,-3.14,19,-0.35,-0.03,-0.44,-44,68,-169,2,582,-349,4.35,-45.3,-40.4,35,0.22,-0.55,0.08,338,-11,58,630,185,293,-9.771640885,29.70314314,125.7164956,8,0.58,0.06,-0.2,24,-8,78,502,-547,-39,150,-8.84,86,36,0.4,0.34,0.18,109,277,-195,-171,747,568,"C"
"12698",12698,"pedro",122,25.9,-3.02,19,-0.43,-0.03,-0.44,-42,70,-168,5,594,-371,5.64,-42.2,-43.4,33,0.77,-0.55,-0.33,316,-3,88,597,201,329,27.22293838,39.75779188,107.9929106,9,0.34,-0.32,0.21,36,25,82,512,-534,-33,151,-10.3,87.2,35,0.34,0.06,0.03,108,264,-199,-162,739,552,"C"
"12700",12700,"pedro",122,25.9,-3.07,19,-0.42,-0.03,-0.41,-41,70,-172,10,589,-369,5.48,-38.6,-45.3,32,1.04,-0.48,-0.28,300,-9,91,556,207,385,-24.97623208,13.88631026,128.3571701,10,0.31,-0.19,0.15,14,-25,97,513,-524,-29,151,-10.6,88.5,37,0.18,-0.16,0.02,120,272,-205,-169,737,560,"C"
"12701",12701,"pedro",122,25.8,-3.09,19,-0.4,-0.03,-0.39,-40,70,-168,5,590,-368,5.55,-35.6,-46.3,32,1.2,-0.47,-0.16,285,-9,119,520,201,407,-19.15309089,24.28369503,125.908513,10,0.34,-0.11,0.07,24,-19,95,522,-523,-24,151,-10.6,89.6,36,0.24,-0.26,0,115,266,-200,-178,746,563,"C"
"12708",12708,"pedro",122,25.6,-3.67,20,-0.43,-0.03,-0.46,-39,73,-173,2,583,-352,20.9,3.6,-9.08,28,-2.15,0.4,-0.31,257,-10,98,534,172,415,-27.10640781,17.59786557,124.5159483,10,0.51,-0.06,-0.11,17,-26,92,511,-538,-68,146,7.6,110,36,0.03,1.75,0.33,-7,315,-165,-503,746,654,"C"
"12711",12711,"pedro",122,25.5,-3.36,19,-0.4,-0.03,-0.46,-41,72,-168,10,584,-368,18.8,-7.14,-10.6,34,-1,-0.14,-0.05,332,-51,32,623,121,323,-9.336071773,28.34560571,127.1546126,9,0.5,0.11,-0.3,24,-8,82,498,-537,-62,147,1.8,101,35,-0.06,1.57,0.02,45,292,-172,-389,779,646,"C"
"12712",12712,"pedro",122,25.5,-3.38,19,-0.42,-0.03,-0.46,-37,68,-167,3,587,-365,18.8,-7.76,-10.9,34,-0.67,-0.27,0,333,-51,21,627,127,324,-4.419777642,31.44397272,125.3052909,9,0.47,0.05,-0.28,28,-4,86,502,-549,-55,147,0.81,99.7,34,-0.02,1.53,0.05,60,280,-177,-379,781,652,"C"
"12713",12713,"pedro",122,25.4,-3.36,19,-0.4,-0.03,-0.46,-37,70,-169,3,586,-361,18.9,-8.13,-11.6,34,-0.19,-0.42,-0.02,324,-34,43,628,127,327,30.27459516,47.65098351,99.19459438,9,0.32,-0.13,-0.11,40,26,73,503,-551,-52,147,-1.2,96.9,37,0.08,1.51,0.25,83,299,-178,-343,780,634,"C"
"12714",12714,"pedro",122,25.4,-3.34,19,-0.4,-0.02,-0.46,-37,71,-167,4,583,-367,18.8,-7.98,-11.8,34,-0.02,-0.4,-0.05,325,-36,58,628,127,323,15.6667571,47.35857154,106.7825118,9,0.24,-0.24,0,38,13,73,504,-545,-57,148,-2.06,95.8,38,0.1,1.32,0.33,68,317,-181,-319,783,625,"C"
"12716",12716,"pedro",122,25.3,-3.29,19,-0.37,-0.03,-0.44,-40,71,-165,3,590,-370,18.3,-6.59,-12,35,0.39,-0.34,-0.23,325,-17,95,619,135,346,-25.7285848,25.7285848,120.2682685,10,0.22,-0.26,0.25,24,-24,88,517,-542,-55,149,-4.21,93.1,40,0.08,0.88,0.05,63,338,-180,-277,773,613,"C"
"12717",12717,"pedro",122,25.2,-3.07,19,-0.37,-0.03,-0.44,-41,71,-169,4,582,-368,17.4,-4.79,-12.2,35,0.37,-0.42,-0.05,323,-22,112,589,131,372,-33.04972702,5.90367291,123.4668943,10,0.37,-0.05,-0.08,6,-33,96,507,-540,-50,148,-5,92.5,35,0.13,0.31,-0.16,72,278,-180,-269,771,627,"C"
"12718",12718,"pedro",122,25.2,-3.07,19,-0.39,-0.03,-0.44,-43,70,-169,5,593,-369,17.6,-4.08,-12.3,34,0.42,-0.5,0.18,315,-18,101,584,138,377,-19.4895789,7.754340697,136.0670631,11,0.47,0,-0.2,8,-20,101,508,-533,-46,148,-5.17,92.6,34,0.11,0.26,-0.05,75,268,-182,-260,774,620,"C"
"12719",12719,"pedro",122,25.2,-3.03,19,-0.4,-0.03,-0.43,-41,71,-170,9,589,-369,18.9,-1.56,-13.1,33,0.59,-0.64,0.41,311,-20,94,560,160,390,-5.785215693,31.75367613,124.7666476,9,0.53,0.02,-0.26,27,-5,82,504,-542,-47,148,-6.02,92.7,35,0.29,0.34,-0.1,93,272,-190,-249,773,618,"C"
"12720",12720,"pedro",122,25.2,-3.05,19,-0.39,-0.05,-0.41,-38,71,-170,4,593,-362,20.6,5.55,-13.6,29,1.3,-0.74,0.43,267,-20,85,477,197,460,-11.92798197,19.59746798,134.056333,9,0.48,-0.14,-0.15,18,-11,90,515,-532,-48,149,-7.1,94.2,36,0.29,-0.08,0.05,98,284,-194,-245,774,612,"C"
"12721",12721,"pedro",122,25.2,-2.98,19,-0.39,-0.05,-0.39,-39,69,-169,6,589,-377,21.1,7.57,-13.7,27,1.48,-0.8,0.54,248,-25,91,454,215,474,-15.64236466,24.7321034,127.6389204,9,0.48,-0.14,-0.18,22,-14,86,508,-539,-30,149,-7.17,94.9,35,0.32,-0.24,0.02,93,274,-189,-253,768,609,"C"
"12723",12723,"pedro",123,24.9,-2.68,19,-0.35,-0.03,-0.39,-39,67,-170,9,589,-372,22,22,-13.9,23,1.67,-0.8,-0.03,159,7,161,265,263,547,-2.266346567,31.09157371,125.9000087,9,0.45,-0.29,-0.1,27,-2,84,515,-533,-40,149,-6.73,101,37,0.45,-0.88,0.03,62,303,-182,-291,766,595,"C"
"12727",12727,"pedro",124,24.9,-2.69,20,-0.5,0,-0.43,-41,71,-175,21,580,-368,21.7,52.3,-17.3,13,1.22,-0.77,0.34,14,17,124,-184,342,575,-12.5,27.6,126.6,9,0.5,-0.29,-0.15,24,-11,84,538,-502,-35,148,5.45,130,39,0.93,-2.62,0.16,-80,325,-189,-568,660,561,"C"
"12728",12728,"pedro",123,26,-4.46,19,-0.48,-0.03,-0.48,-32,70,-174,4,583,-377,125,70.1,92.9,7,1.04,-0.56,0,-17,6,63,-380,352,496,-11.15347593,27.04122934,127.7207339,9,0.24,-0.29,-0.07,24,-10,86,545,-499,-62,150,15.4,148,32,0.58,-2.06,0,-103,247,-162,-683,540,665,"C"
"12729",12729,"pedro",123,26,-4.45,19,-0.45,-0.05,-0.46,-34,68,-175,3,589,-371,129,69.9,96.8,7,0.93,-0.45,-0.1,-17,-4,62,-396,343,491,-10.34555059,19.63263241,134.8246168,9,0.27,-0.19,-0.11,17,-9,85,545,-496,-64,151,16.3,151,33,0.56,-2.06,-0.02,-98,257,-167,-695,509,649,"C"
"12730",12730,"pedro",123,25.9,-4.32,19,-0.42,-0.03,-0.44,-37,72,-173,5,580,-374,130,70.5,100,5,0.32,-0.18,-0.2,-9,1,52,-419,340,476,-14.09928387,18.48153102,133.7343768,9,0.47,0,-0.31,17,-13,90,544,-496,-51,154,19,158,33,0.32,-1.99,-0.05,-154,225,-170,-703,410,612,"C"
"12732",12732,"pedro",123,25.8,-4.16,20,-0.42,-0.03,-0.48,-41,70,-174,1,582,-374,128,71.5,98.9,5,0.08,-0.14,-0.18,5,-2,48,-433,332,476,6.331245222,27.7727259,128.5568146,10,0.56,0.02,-0.52,26,6,91,541,-499,-64,156,22.2,164,28,0.18,-2.14,-0.39,-164,133,-172,-714,321,592,"C"
